School,SIS ID,Class,Test 1 Num Correct,Test 1 Num Correct,Test 2 Num Correct,Test 2 Num Incorrect,Test 3 Num Correct,Test 3 Num Incorrect,PAT Reading 2022,PAT Reading 2022 Band,PAT Maths 2022,PAT Maths 2022 Band,PAT Reading 2021,PAT Reading 2021 Band,PAT Maths 2021,PAT Maths 2021 Band,NAPLAN 2023 Reading Score,NAPLAN 2023 Reading Proficiency,NAPLAN 2023 Writing Score,NAPLAN 2023 Writing Proficiency,NAPLAN 2023 Grammar and Punctuation Score,NAPLAN 2023 Grammar and Punctuation Proficiency,NAPLAN 2023 Spelling Score,NAPLAN 2023 Spelling Proficiency,NAPLAN 2023 Numeracy Score,NAPLAN 2023 Numeracy Proficiency,NAPLAN 2021 Reading Score,NAPLAN 2021 Reading Band,NAPLAN 2021 Writing Score,NAPLAN 2021 Writing Band,NAPLAN 2021 Grammar and Punctuation Score,NAPLAN 2021 Grammar and Punctuation Band,NAPLAN 2021 Spelling Score,NAPLAN 2021 Spelling Band,NAPLAN 2021 Numeracy Score,NAPLAN 2021 Numeracy Band
D,455916948,07SCI4,29,0,39,0,48,0,,,,,,,,,502.7,Strong,520.8,Strong,572.4,Strong,601.4,Exceeding,594.8,Strong,,,,,,,,,,
D,369646926,07SCI4,14,2,47,1,47,1,,,,,,,,,537.3,Strong,547.1,Strong,543,Strong,591.7,Strong,546.1,Strong,,,,,,,,,,
D,824890474,07SCI4,32,2,48,0,46,2,,,,,,,,,528.5,Strong,547.1,Strong,549.6,Strong,535.5,Strong,515,Strong,,,,,,,,,,
D,249611725,07SCI4,24,3,25,0,31,0,,,,,,,,,499.3,Developing,520.8,Strong,547.8,Strong,535.7,Strong,529.1,Strong,,,,,,,,,,
D,820623641,07SCI4,23,1,32,2,29,4,,,,,,,,,448.5,Developing,476.5,Developing,493.4,Developing,514,Strong,495.2,Developing,,,,,,,,,,
D,703557085,07SCI4,26,1,34,0,37,0,,,,,,,,,543.4,Strong,492,Developing,564.5,Strong,515.8,Strong,538.7,Strong,,,,,,,,,,
D,207221763,07SCI4,23,1,38,0,Absent,Absent,124.6,120-129,121.9,115-124,127.8,120-129,122.2,125-134,499.6,Developing,534.2,Strong,583.6,Strong,551.2,Strong,504.1,Strong,475.912,Band 5,484.6,Band 6,462.341,Band 5,523.35,Band 6,437.514,Band 5
D,444300964,07SCI4,33,1,47,1,49,3,,,,,,,,,530.6,Strong,585.8,Strong,549.4,Strong,537.3,Strong,559.1,Strong,,,,,,,,,,
D,197520641,07SCI4,33,1,38,0,40,2,125.1,120-129,118,125-134,121.5,120-129,114.1,115-124,524.4,Strong,460.7,Developing,551.1,Strong,561.7,Strong,489.2,Developing,496.448,Band 6,401.5,Band 4,428.305,Band 5,502.367,Band 6,442.963,Band 5
D,874823545,07SCI4,19,0,31,0,30,0,,,,,,,,,540.9,Strong,520.8,Strong,587.1,Strong,491.5,Developing,547.3,Strong,,,,,,,,,,
D,619875281,07SCI4,30,0,41,5,Absent,Absent,,,,,,,,,576.4,Strong,547.1,Strong,565.9,Strong,638.7,Exceeding,605,Strong,,,,,,,,,,
D,599030614,07SCI4,22,1,21,0,Absent,Absent,115.5,110-119,137.5,115-124,109.9,100-109,125.5,105-114,491.3,Developing,613.1,Strong,491.1,Developing,454.5,Developing,589.4,Strong,440.336,Band 5,522.5,Band 6,547.63,Band 7,527.239,Band 6,585.091,Band 8
D,995382745,07SCI4,24,1,38,0,33,1,131.7,130-139,148.8,125-134,121.5,120-129,145.1,115-124,570.8,Strong,613.1,Strong,592,Strong,614.7,Exceeding,639.8,Exceeding,451.718,Band 5,585.4,Band 8,567.189,Band 7,610.454,Band 8,555.621,Band 7
D,557822885,07SCI4,35,0,40,0,47,1,127.4,120-129,133.8,125-134,121.5,120-129,134.2,115-124,544.8,Strong,599.3,Strong,609.3,Strong,599,Exceeding,600,Strong,519.454,Band 6,547.4,Band 7,635.484,Band 9,564.098,Band 7,602.386,Band 8
D,526522081,07SCI4,33,1,38,2,45,1,,,,,,,,,537.6,Strong,534.2,Strong,565.5,Strong,537,Strong,561.7,Strong,,,,,,,,,,
D,551861234,07SCI4,34,0,33,0,37,3,149.3,140-149,158.5,145-154,145.3,140-149,148.2,145-154,673.3,Exceeding,764.7,Exceeding,701.9,Exceeding,688.2,Exceeding,739,Exceeding,614.082,Band 8,642.7,Band 9,753.377,Band 10,674.449,Band 9,660.259,Band 9
D,811067257,07SCI4,50,1,66,0,59,1,,,,,,,,,498.2,Developing,613.1,Strong,546.3,Strong,527.1,Strong,578.9,Strong,,,,,,,,,,
D,505865759,07SCI4,30,0,30,0,32,0,,,,,,,,,653.2,Exceeding,559.9,Strong,521.9,Strong,571.1,Strong,639.5,Exceeding,,,,,,,,,,
D,250448468,07SCI4,41,1,43,0,46,1,134.5,130-139,136,125-134,127.8,120-129,127.8,125-134,534.7,Strong,627.2,Exceeding,597.4,Strong,649.5,Exceeding,540.9,Strong,468.932,Band 5,497.4,Band 6,629.703,Band 8,607.822,Band 8,492.045,Band 6
D,505983478,07SCI4,14,1,Absent,Absent,Absent,Absent,127.8,120-129,113.3,125-134,113.6,110-119,111,105-114,459.1,Developing,428.6,Needs additional support,520.7,Strong,484.2,Developing,477.5,Developing,429.664,Band 5,430.8,Band 5,405.774,Band 4,439.161,Band 5,413.373,Band 4
D,691884579,07SCI4,14,1,33,1,32,0,,,,,119.5,110-119,126,115-124,466.6,Developing,444.7,Developing,478.7,Developing,512.7,Strong,558.6,Strong,478.525,Band 6,497.4,Band 6,456.432,Band 5,544.281,Band 7,497.593,Band 6
D,149800165,07SCI4,3,1,Absent,Absent,19,8,,,,,,,,,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,,,,,,,,,,
D,153058392,07SCI4,23,1,38,0,31,1,99.5,90-99,121.7,95-104,106.7,100-109,119.6,105-114,459.8,Developing,476.5,Developing,492,Developing,501.6,Strong,485.3,Developing,488.535,Band 6,444.8,Band 5,390.832,Band 4,496.544,Band 6,425.836,Band 4
D,271460008,07SCI4,31,1,48,0,Absent,Absent,125,120-129,111.3,125-134,117,110-119,104.6,115-124,555.4,Strong,572.7,Strong,506.7,Developing,543.2,Strong,439.4,Developing,485.761,Band 6,444.8,Band 5,506.98,Band 6,530.696,Band 7,418.469,Band 4
D,928890914,07SCI5,22,1,33,1,Absent,Absent,128.9,120-129,132.1,125-134,130.1,130-139,131.4,125-134,562,Strong,599.3,Strong,621.2,Exceeding,578.4,Strong,558.4,Strong,560.483,Band 7,522.5,Band 6,552.801,Band 7,580.051,Band 7,543.565,Band 7
D,203190214,07SCI5,22,1,32,0,Absent,Absent,,,,,,,,,533.6,Strong,520.8,Strong,521.2,Strong,587,Strong,NULL,UNKNOWN,,,,,,,,,,
D,355692858,07SCI5,11,1,22,1,10,4,,,,,,,,,501.9,Strong,506.7,Developing,502.9,Developing,419.6,Needs additional support,455.4,Developing,,,,,,,,,,
D,367663892,07SCI5,33,0,56,1,49,2,,,,,,,,,576.4,Strong,412.4,Needs additional support,496.2,Developing,407.1,Needs additional support,476.8,Developing,,,,,,,,,,
D,400797986,07SCI5,21,2,42,1,41,0,142.7,140-149,114.9,135-144,121.5,120-129,112.6,115-124,562.7,Strong,547.1,Strong,498.1,Developing,526.4,Strong,493.6,Developing,492.324,Band 6,471.6,Band 5,488.885,Band 6,500.524,Band 6,478.795,Band 6
D,636752254,07SCI5,31,2,44,1,37,0,130.6,130-139,137.3,125-134,141.4,140-149,132.9,135-144,560.1,Strong,492,Developing,537.1,Strong,542.5,Strong,595.4,Strong,470.079,Band 5,497.4,Band 6,548.416,Band 7,479.033,Band 6,571.823,Band 7
D,533985373,07SCI5,34,1,38,1,42,0,132.7,130-139,130.1,125-134,115.5,110-119,124.8,115-124,527.1,Strong,559.9,Strong,635,Exceeding,585.6,Strong,592,Strong,552.545,Band 7,534.9,Band 7,506.98,Band 6,551.465,Band 7,543.948,Band 7
D,440617817,07SCI5,22,1,38,0,36,1,,,,,,,,,547.2,Strong,534.2,Strong,560,Strong,571.4,Strong,648.3,Exceeding,,,,,,,,,,
D,399279259,07SCI5,14,9,15,12,19,7,,,,,,,,,449.1,Developing,506.7,Developing,506.7,Developing,470.8,Developing,465.8,Developing,,,,,,,,,,
D,657346641,07SCI5,46,0,37,1,35,1,134.1,130-139,136,125-134,129.9,120-129,130,125-134,539.5,Strong,547.1,Strong,574.9,Strong,564.7,Strong,531.8,Strong,568.681,Band 7,510,Band 6,578.585,Band 7,576.968,Band 7,505.314,Band 6
D,255160989,07SCI5,42,0,42,1,42,0,133.5,130-139,119.2,125-134,121.5,120-129,112.6,115-124,564,Strong,559.9,Strong,516,Strong,500.8,Strong,493,Developing,587.737,Band 8,510,Band 6,462.341,Band 5,487.653,Band 6,459.183,Band 5
D,832377439,07SCI5,31,1,46,0,32,0,,,,,,,,,584,Strong,520.8,Strong,559.8,Strong,536.2,Strong,520.9,Strong,,,,,,,,,,
D,144705425,07SCI5,32,2,48,2,42,1,,,,,,,,,529.4,Strong,572.7,Strong,521.9,Strong,568.9,Strong,556,Strong,,,,,,,,,,
D,632902957,07SCI5,25,2,49,8,14,2,,,,,,,,,443.3,Developing,460.7,Developing,433.3,Needs additional support,486.1,Developing,445.1,Developing,,,,,,,,,,
D,482775258,07SCI5,26,3,17,0,Absent,Absent,115.7,110-119,129.6,115-124,109.5,100-109,119.6,105-114,483.2,Developing,506.7,Developing,516.8,Strong,501.7,Strong,494.8,Developing,428.852,Band 5,484.6,Band 6,563.78,Band 7,515.752,Band 6,477.293,Band 5
D,684757584,07SCI5,Absent,Absent,40,1,42,0,136.8,130-139,141.7,135-144,127.8,120-129,136.2,125-134,550.3,Strong,534.2,Strong,621.6,Exceeding,640.9,Exceeding,545.9,Strong,520.62,Band 6,642.7,Band 9,600.629,Band 8,674.449,Band 9,543.948,Band 7
D,501604664,07SCI5,34,0,Absent,Absent,36,0,127.4,120-129,132.7,125-134,123.5,120-129,138,115-124,590.7,Strong,613.1,Strong,621,Exceeding,635.4,Exceeding,621.8,Strong,527.031,Band 6,585.4,Band 8,651.365,Band 9,599.275,Band 8,586.589,Band 8
D,527773484,07SCI5,35,2,45,24,45,13,116.2,110-119,122.8,115-124,123.3,120-129,128.7,115-124,476.1,Developing,534.2,Strong,484.5,Developing,588.6,Strong,486,Developing,455.149,Band 5,534.9,Band 7,477.967,Band 5,533.403,Band 7,503.306,Band 6
D,902353847,07SCI5,53,0,54,0,51,0,131.9,130-139,132.3,125-134,127.8,120-129,124.8,125-134,560.1,Strong,668.6,Exceeding,573.3,Strong,594.7,Strong,558.3,Strong,607.359,Band 8,585.4,Band 8,633.364,Band 8,563.238,Band 7,544.453,Band 7
D,809594454,07SCI5,19,0,36,2,33,0,130.4,130-139,132.7,125-134,127.8,120-129,131.4,125-134,455.8,Developing,572.7,Strong,500,Developing,562.3,Strong,495.6,Developing,522.513,Band 6,471.6,Band 5,509.518,Band 6,535.91,Band 7,519.837,Band 6
D,325560548,07SCI5,27,5,36,2,29,10,112.1,110-119,112.7,105-114,117,110-119,114.7,115-124,502.7,Strong,476.5,Developing,478,Developing,472.1,Developing,438.4,Developing,487.369,Band 6,416.3,Band 4,455.165,Band 5,414.373,Band 4,420.624,Band 4
D,738493697,07SCI5,21,0,33,0,28,1,126.4,120-129,121.7,125-134,121.5,120-129,112.6,115-124,519,Strong,520.8,Strong,491,Developing,570.8,Strong,513.4,Strong,484.291,Band 6,510,Band 6,495.377,Band 6,512.442,Band 6,454.058,Band 5
D,735595645,07SCI6,31,1,27,0,Absent,Absent,95.5,90-99,125.6,95-104,105.3,100-109,117,105-114,494,Developing,572.7,Strong,505.6,Developing,468.8,Developing,531.8,Strong,472.809,Band 5,484.6,Band 6,443.088,Band 5,437.914,Band 5,475.057,Band 5
D,750546988,07SCI6,57,0,57,0,Absent,Absent,145.9,140-149,127.7,145-154,127.8,120-129,119.6,125-134,646.6,Exceeding,572.7,Strong,611.7,Strong,582.4,Strong,539.7,Strong,536.851,Band 7,497.4,Band 6,580.064,Band 7,541.851,Band 7,446.876,Band 5
D,409624006,07SCI6,55,2,66,2,49,2,135.1,130-139,136.9,135-144,127.8,120-129,136.2,125-134,581.6,Strong,734.6,Exceeding,614.4,Strong,586.6,Strong,638,Exceeding,599.843,Band 8,547.4,Band 7,529.081,Band 6,588.698,Band 8,559.687,Band 7
D,328193818,07SCI6,35,1,26,7,27,2,,,,,,,,,451,Developing,428.6,Needs additional support,393.3,Needs additional support,539.6,Strong,454.5,Developing,,,,,,,,,,
D,449535136,07SCI6,52,2,34,0,27,0,117.2,110-119,108,115-124,117.5,110-119,106.2,115-124,534.6,Strong,572.7,Strong,546.1,Strong,567.5,Strong,434,Developing,523.966,Band 6,497.4,Band 6,445.842,Band 5,583.394,Band 8,402.024,Band 4
D,860775103,07SCI6,34,0,23,4,24,1,111.8,110-119,113.9,105-114,102.8,100-109,114.8,95-104,434,Developing,599.3,Strong,445.4,Developing,532.5,Strong,471.5,Developing,379.826,Band 4,471.6,Band 5,409.954,Band 4,519.823,Band 6,448.738,Band 5
D,113392145,07SCI6,34,0,38,0,40,0,138.7,130-139,138.3,135-144,123.1,120-129,130.1,115-124,548.9,Strong,627.2,Exceeding,578.8,Strong,589.4,Strong,582.2,Strong,595.773,Band 8,484.6,Band 6,567.873,Band 7,602.793,Band 8,542.99,Band 7
D,964846572,07SCI6,34,0,14,1,38,0,129.4,120-129,,125-134,125.7,120-129,129.5,125-134,491.9,Developing,559.9,Strong,572.6,Strong,522.6,Strong,540.8,Strong,500.03,Band 6,458.3,Band 5,492.847,Band 6,488.27,Band 6,498.386,Band 6
D,503265589,07SCI6,37,0,33,1,40,0,128.9,120-129,118.2,125-134,127.8,120-129,119.6,125-134,592.7,Strong,585.8,Strong,560.2,Strong,553.5,Strong,520,Strong,562.94,Band 7,510,Band 6,495.377,Band 6,550.534,Band 7,430.951,Band 5
D,998987462,07SCI6,52,5,53,15,53,4,82.3,80-89,110.8,75-84,103,100-109,90.6,95-104,440,Developing,428.6,Needs additional support,356.1,Needs additional support,566.9,Strong,403.7,Needs additional support,371.307,Band 3,386.7,Band 4,331.344,Band 3,495.462,Band 6,478.795,Band 6
D,332966263,07SCI6,55,2,26,0,33,0,,,,,,,,,600.7,Strong,627.2,Exceeding,612.3,Strong,569,Strong,573.3,Strong,,,,,,,,,,
D,677018301,07SCI6,57,0,47,2,40,0,,,,,,,,,495.2,Developing,476.5,Developing,488.6,Developing,571.4,Strong,550.5,Strong,,,,,,,,,,
D,520044329,07SCI6,45,2,37,1,34,0,117.9,110-119,114,115-124,119.5,110-119,114.1,115-124,500.3,Strong,534.2,Strong,450.3,Developing,513.8,Strong,465.4,Developing,449.297,Band 5,458.3,Band 5,470.873,Band 5,441.569,Band 5,410.467,Band 4
D,969875908,07SCI6,55,1,42,0,Absent,Absent,,,,,,,,,585.3,Strong,520.8,Strong,588.6,Strong,543.5,Strong,586.5,Strong,,,,,,,,,,
D,670407214,07SCI6,16,2,38,0,39,0,120.9,120-129,130.3,115-124,117.5,110-119,122.2,115-124,555.3,Strong,613.1,Strong,672.7,Exceeding,600.8,Exceeding,559.6,Strong,522.407,Band 6,484.6,Band 6,599.714,Band 8,588.698,Band 8,519.23,Band 6
D,124311552,07SCI6,51,1,51,0,40,1,133.5,130-139,144.5,125-134,132.6,130-139,128.7,125-134,564.1,Strong,585.8,Strong,516.6,Strong,567.3,Strong,572.1,Strong,632.812,Band 8,547.4,Band 7,582.243,Band 8,642.704,Band 9,544.212,Band 7
D,803991457,07SCI6,30,1,Absent,Absent,23,0,,,,,,,,,496.5,Developing,492,Developing,576.6,Strong,590.2,Strong,484,Developing,,,,,,,,,,
D,220772925,07SCI6,Absent,Absent,7,5,11,2,111.6,110-119,116.5,105-114,,,,,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,NULL,UNKNOWN,NULL,Exempt,NULL,Exempt,NULL,Exempt,NULL,Exempt,NULL,Exempt
D,546237114,07SCI6,47,2,53,0,36,0,131.3,130-139,137,125-134,132.6,130-139,138,125-134,551,Strong,572.7,Strong,535.1,Strong,536.9,Strong,595.7,Strong,502.608,Band 6,497.4,Band 6,478.218,Band 6,520.894,Band 6,506.33,Band 6
D,500403221,07SCI6,Absent,Absent,Absent,Absent,22,2,,,,,,,,,501.4,Strong,428.6,Needs additional support,520.4,Strong,500.8,Strong,455.4,Developing,,,,,,,,,,
D,142476866,07SCI6,19,7,18,0,17,4,,,,,,,,,426.3,Needs additional support,444.7,Developing,437.5,Needs additional support,425.5,Needs additional support,488.2,Developing,,,,,,,,,,
D,246109205,07SCI6,51,3,Absent,Absent,38,0,,,,,,,,,546.7,Strong,547.1,Strong,529.6,Strong,537.7,Strong,650.7,Exceeding,,,,,,,,,,
D,189703421,07SCI6,33,1,22,3,35,3,126,120-129,134.5,125-134,127.8,120-129,131.9,125-134,484.5,Developing,559.9,Strong,488.6,Developing,621.9,Exceeding,598.2,Strong,501.53,Band 6,510,Band 6,526.785,Band 6,630.045,Band 8,473.746,Band 5
D,898441654,07SCI6,33,1,27,0,25,0,126,120-129,124.1,125-134,121.5,120-129,117,115-124,512.1,Strong,492,Developing,551.1,Strong,548.4,Strong,546.2,Strong,488.883,Band 6,510,Band 6,512.095,Band 6,466.097,Band 5,522.424,Band 6
D,218109894,07SCI6,45,2,Absent,Absent,Absent,Absent,130.2,130-139,143,125-134,127.8,120-129,132.9,125-134,578,Strong,534.2,Strong,576.7,Strong,597.6,Exceeding,663,Exceeding,482.13,Band 6,497.4,Band 6,547.63,Band 7,548.091,Band 7,550.609,Band 7
D,426480516,07SCI6,46,2,26,2,21,0,109.9,100-109,119.2,105-114,117.5,110-119,109.2,115-124,500.7,Strong,534.2,Strong,462.9,Developing,528.2,Strong,473.9,Developing,,,,,,,,,,
D,180450392,07SCI6,16,4,Absent,Absent,25,6,105.1,100-109,107.4,105-114,115.5,110-119,103.6,115-124,392.6,Needs additional support,444.7,Developing,437.5,Needs additional support,469.8,Developing,379.6,Needs additional support,425.463,Band 4,401.5,Band 4,381.359,Band 4,465.605,Band 5,383.895,Band 4
D,325486106,07SCI6,Absent,Absent,Absent,Absent,Absent,Absent,123.3,120-129,138.4,115-124,125.7,120-129,111,125-134,529.7,Strong,506.7,Developing,488.7,Developing,521.2,Strong,545.7,Strong,430.273,Band 5,430.8,Band 5,461.072,Band 5,372.829,Band 3,470.096,Band 5
D,681592993,07SCI7,27,3,38,2,33,2,,,,,,,,,446.5,Developing,506.7,Developing,438.1,Needs additional support,469.8,Developing,504.6,Strong,,,,,,,,,,
D,920121964,07SCI7,37,0,37,1,32,1,126.4,120-129,127.7,125-134,123.5,120-129,119.6,115-124,529.9,Strong,585.8,Strong,540.7,Strong,579.2,Strong,512.1,Strong,467.788,Band 5,510,Band 6,547.63,Band 7,564.439,Band 7,480.16,Band 6
D,669439755,07SCI7,11,22,20,49,Absent,Absent,,,,,,,,,392.6,Needs additional support,460.7,Developing,407.4,Needs additional support,414.7,Needs additional support,464.1,Developing,,,,,,,,,,
D,261906766,07SCI7,42,1,Absent,Absent,53,1,130.2,130-139,136.1,125-134,123.5,120-129,124.8,115-124,612.3,Exceeding,559.9,Strong,631.5,Exceeding,547.8,Strong,646.3,Exceeding,540.188,Band 7,510,Band 6,578.789,Band 7,487.653,Band 6,492.045,Band 6
D,795817496,07SCI7,21,1,24,4,25,1,,,,,,,,,463,Developing,534.2,Strong,433.5,Needs additional support,531.8,Strong,401.4,Needs additional support,432.604,Band 5,534.9,Band 7,408.436,Band 4,519.243,Band 6,488.141,Band 6
D,329214997,07SCI7,Absent,Absent,34,0,22,0,128.9,120-129,131.1,125-134,127.8,120-129,126,125-134,546.7,Strong,585.8,Strong,520,Strong,564.2,Strong,558.9,Strong,590.498,Band 8,484.6,Band 6,596.664,Band 8,576.339,Band 7,484.462,Band 6
D,217497501,07SCI7,24,1,24,1,29,0,131.9,130-139,137.9,125-134,127.8,120-129,134.5,125-134,571.2,Strong,572.7,Strong,583.6,Strong,587,Strong,636.6,Exceeding,584.147,Band 8,471.6,Band 5,529.853,Band 6,526.666,Band 6,527.745,Band 6
D,393712145,07SCI7,10,2,27,0,29,0,,,,,,,,,493.8,Developing,559.9,Strong,520.2,Strong,582.3,Strong,500.5,Strong,,,,,,,,,,
D,195965789,07SCI7,Absent,Absent,40,0,35,1,131,130-139,127.8,125-134,119.5,110-119,123.5,115-124,564,Strong,534.2,Strong,523.1,Strong,581.3,Strong,570,Strong,480.746,Band 6,510,Band 6,548.416,Band 7,533.359,Band 7,515.771,Band 6
D,205251895,07SCI7,16,24,19,36,12,46,89.4,80-89,113.9,85-94,93.7,90-99,109.2,85-94,465.1,Developing,428.6,Needs additional support,444.7,Developing,471.4,Developing,408.1,Needs additional support,505.069,Band 6,401.5,Band 4,405.774,Band 4,396.079,Band 4,434.592,Band 5
D,415380544,07SCI7,17,0,Absent,Absent,27,0,,,,,,,,,529.4,Strong,559.9,Strong,515.9,Strong,589.4,Strong,525.5,Strong,,,,,,,,,,
D,233092171,07SCI7,20,0,38,0,32,0,130.2,130-139,122.8,125-134,,,,,507.6,Strong,476.5,Developing,463.1,Developing,597.4,Exceeding,484.2,Developing,,,,,,,,,,
D,190295292,07SCI7,15,3,14,3,16,1,128,120-129,134.8,125-134,119.5,110-119,127.3,115-124,518,Strong,476.5,Developing,477.3,Developing,469.8,Developing,527.6,Strong,497.396,Band 6,416.3,Band 4,458.624,Band 5,451.785,Band 5,533.691,Band 7
D,801259502,07SCI7,20,0,28,0,29,0,,,,,,,,,605.3,Exceeding,506.7,Developing,595.2,Strong,582.3,Strong,573,Strong,,,,,,,,,,
D,285792079,07SCI7,38,9,37,3,32,4,122.8,120-129,124.1,115-124,113.6,110-119,118.3,105-114,503.6,Strong,547.1,Strong,458.7,Developing,552.8,Strong,515.7,Strong,445.342,Band 5,534.9,Band 7,506.98,Band 6,526.666,Band 6,471.987,Band 5
D,427847377,07SCI7,Absent,Absent,Absent,Absent,Absent,Absent,122.1,120-129,126.9,115-124,126.1,120-129,118.8,125-134,436.4,Developing,506.7,Developing,565.8,Strong,531.8,Strong,493.9,Developing,452.395,Band 5,444.8,Band 5,494.162,Band 6,549.216,Band 7,483.147,Band 6
D,251126598,07SCI7,30,0,40,0,Absent,Absent,,,,,,,,,578.1,Strong,534.2,Strong,590.9,Strong,503.4,Strong,638,Exceeding,,,,,,,,,,
D,914157524,07SCI7,55,2,41,3,28,1,142.2,140-149,136.2,135-144,130.1,130-139,120.9,125-134,560.9,Strong,547.1,Strong,545.2,Strong,591.6,Strong,566.2,Strong,580.609,Band 7,510,Band 6,475.368,Band 5,607.538,Band 8,530.911,Band 7
D,765057756,07SCI7,22,1,32,0,19,0,113.1,110-119,125.6,105-114,125.7,120-129,118.3,125-134,553,Strong,520.8,Strong,562.2,Strong,581.6,Strong,495.1,Developing,492.571,Band 6,484.6,Band 6,499.142,Band 6,520.808,Band 6,490.393,Band 6
D,968017194,07SCI7,16,2,24,4,Absent,Absent,,,,,,,,,466.8,Developing,520.8,Strong,531.4,Strong,454.2,Developing,470.9,Developing,,,,,,,,,,
D,757587406,07SCI7,26,2,33,1,31,3,,,,,,,,,555.7,Strong,585.8,Strong,550.8,Strong,542.7,Strong,618.9,Strong,,,,,,,,,,
D,682315328,07SCI7,41,0,49,0,41,2,,,,,,,,,527.7,Strong,655.1,Exceeding,518.5,Strong,634.6,Exceeding,622.5,Strong,,,,,,,,,,
D,884854036,07SCI7,15,0,22,5,18,1,,,,,,,,,463.7,Developing,492,Developing,476.6,Developing,397.3,Needs additional support,569.6,Strong,,,,,,,,,,
D,977024023,07SCI7,27,0,31,0,24,0,136.3,130-139,137.3,135-144,136.3,130-139,132.4,135-144,639,Exceeding,534.2,Strong,620.2,Exceeding,571.4,Strong,566.3,Strong,568.859,Band 7,458.3,Band 5,563.38,Band 7,524.953,Band 6,508.564,Band 6
D,676167188,07SCI7,Absent,Absent,37,1,16,1,117.2,110-119,124,115-124,,,,,553.8,Strong,559.9,Strong,520.2,Strong,544.8,Strong,494,Developing,470.862,Band 5,497.4,Band 6,494.162,Band 6,528.309,Band 6,463.668,Band 5
D,961624658,07SCI7,14,1,Absent,Absent,21,10,126.2,120-129,104.6,125-134,113.6,110-119,102.9,105-114,446.5,Developing,412.4,Needs additional support,420.8,Needs additional support,453.1,Developing,433.6,Developing,404.458,Band 4,416.3,Band 4,392.395,Band 4,429.052,Band 5,365.057,Band 3
D,728068668,07SCI8,21,0,59,2,49,1,,,,,,,,,551.9,Strong,476.5,Developing,486.5,Developing,600.2,Exceeding,489.2,Developing,,,,,,,,,,
D,151835934,07SCI8,21,2,54,1,33,3,128,120-129,121.7,125-134,125.7,120-129,111,125-134,497.6,Developing,534.2,Strong,565.9,Strong,555.4,Strong,486.2,Developing,511.26,Band 6,534.9,Band 7,506.98,Band 6,533.359,Band 7,475.057,Band 5
D,631394704,07SCI8,30,1,59,0,32,0,,,,,,,,,557.2,Strong,585.8,Strong,636.6,Exceeding,635.2,Exceeding,562.6,Strong,,,,,,,,,,
D,842220179,07SCI8,15,19,34,10,40,19,115.5,110-119,120.2,115-124,117.5,110-119,112.6,115-124,432.5,Developing,412.4,Needs additional support,462.9,Developing,488.4,Developing,468.8,Developing,426.053,Band 5,444.8,Band 5,343.429,Band 3,465.867,Band 5,407.55,Band 4
D,223224119,07SCI8,30,3,56,6,30,4,125.5,120-129,113.9,125-134,114,110-119,108.9,105-114,491.3,Developing,534.2,Strong,519.3,Strong,568.9,Strong,449.5,Developing,464.418,Band 5,484.6,Band 6,478.824,Band 6,554.275,Band 7,425.561,Band 4
D,969166959,07SCI8,28,0,41,0,31,0,129.2,120-129,133.6,125-134,117.5,110-119,128.7,115-124,557.2,Strong,613.1,Strong,496.3,Developing,525,Strong,494.5,Developing,466.514,Band 5,484.6,Band 6,545.996,Band 7,554.856,Band 7,512.096,Band 6
D,589651369,07SCI8,6,2,23,0,20,0,,,,,,,,,461.5,Developing,444.7,Developing,446.3,Developing,466.2,Developing,473.6,Developing,,,,,,,,,,
D,114205571,07SCI8,17,5,41,5,31,29,111.4,110-119,109.3,105-114,101.1,100-109,120.2,95-104,474.8,Developing,444.7,Developing,435,Needs additional support,511.9,Strong,488.1,Developing,498.317,Band 6,401.5,Band 4,512.095,Band 6,512.965,Band 6,430.68,Band 5
D,414024966,07SCI8,10,1,45,0,31,0,,,,,,,,,518.2,Strong,547.1,Strong,547.9,Strong,591,Strong,487.4,Developing,,,,,,,,,,
D,395344793,07SCI8,27,1,59,0,46,3,,,,,,,,,545,Strong,547.1,Strong,537,Strong,544.3,Strong,582.2,Strong,,,,,,,,,,
D,164622898,07SCI8,3,1,39,1,30,0,,,,,,,,,531.3,Strong,534.2,Strong,535.1,Strong,610.5,Exceeding,573.3,Strong,,,,,,,,,,
D,886040421,07SCI8,33,1,55,1,45,2,130,130-139,128.8,125-134,117.5,110-119,124.8,115-124,488.6,Developing,492,Developing,471.5,Developing,522.8,Strong,528,Strong,506.335,Band 6,560.2,Band 7,473.139,Band 5,505.664,Band 6,473.639,Band 5
D,688385318,07SCI8,25,3,38,7,36,2,,,,,,,,,479.6,Developing,412.4,Needs additional support,387.9,Needs additional support,432.2,Developing,488.9,Developing,,,,,,,,,,
D,928754218,07SCI8,22,3,52,4,29,0,,,,,,,,,537.8,Strong,547.1,Strong,572.4,Strong,504.7,Strong,514.1,Strong,,,,,,,,,,
D,361729345,07SCI8,18,1,42,4,Absent,Absent,,,,,,,,,443.3,Developing,534.2,Strong,435.7,Needs additional support,529.1,Strong,487.4,Developing,,,,,,,,,,
